X	Y
432.000	218.000
432.935	217.652
433.871	217.305
434.806	216.957
435.741	216.610
436.677	216.262
437.612	215.915
438.548	215.567
439.483	215.220
440.419	214.873
441.354	214.526
442.290	214.179
443.226	213.833
444.162	213.486
445.097	213.140
446.033	212.794
446.969	212.448
447.905	212.102
448.842	211.757
449.778	211.412
450.714	211.067
451.651	210.722
452.587	210.378
453.524	210.034
454.461	209.691
455.398	209.347
456.335	209.005
457.272	208.662
458.210	208.320
459.147	207.979
460.085	207.637
461.023	207.297
461.961	206.956
462.899	206.617
463.838	206.277
464.776	205.939
465.715	205.601
466.654	205.263
467.594	204.926
468.533	204.590
469.473	204.254
470.413	203.919
471.353	203.584
472.293	203.250
473.234	202.917
474.175	202.585
475.116	202.253
476.057	201.922
476.999	201.592
477.940	201.262
478.883	200.933
479.825	200.604
480.767	200.277
481.710	199.949
482.653	199.623
483.596	199.296
484.539	198.971
485.482	198.646
486.426	198.321
487.370	197.997
488.314	197.673
489.258	197.350
490.202	197.027
491.146	196.705
492.091	196.383
493.036	196.062
493.980	195.740
494.925	195.420
495.870	195.099
496.815	194.779
497.761	194.459
498.706	194.139
499.651	193.820
500.597	193.501
501.542	193.182
502.488	192.863
503.433	192.545
504.379	192.226
505.325	191.908
506.271	191.590
507.217	191.272
508.162	190.954
509.108	190.636
510.054	190.318
511.000	190.000
