 ,Value
1,3686.857
2,3661.707
3,3684.018
4,3829.979
5,3838.998
6,3928.640
7,3961.266
8,3946.776
9,3888.755
10,3862.165
11,3828.578
12,3923.441
13,3865.102
14,3787.829
15,3754.914
16,3751.337
17,3747.999
18,3700.176
19,3690.162
20,3713.803
21,3673.605
22,3786.185
23,3692.046
24,3753.721
25,3779.187
26,3694.737
27,3733.595
28,3738.168
29,3789.216
30,3693.659
31,3724.326
32,3660.647
33,3638.306
34,3678.653
35,3647.903
36,3630.881
37,3612.468
38,3674.862
39,3717.784
40,3672.195
41,3689.249
42,3729.988
43,3744.867
44,3762.099
45,3740.068
46,3739.066
47,3745.219
48,3661.618
49,3736.172
50,3706.410
51,3735.770
52,3736.003
53,3744.089
54,3729.759
55,3669.623
56,3701.021
57,3748.326
58,3676.056
59,3696.312
60,3655.432
61,3601.650
62,3640.156
63,3642.291
64,3520.229
65,3519.417
66,3543.489
67,3594.868
68,3653.328
69,3622.998
70,3624.082
71,3700.245
72,3667.184
73,3688.454
