 ,Value
1,4971.667
2,4987.553
3,4840.729
4,4601.343
5,4400.964
6,4257.298
7,4430.679
8,4371.046
9,4303.041
10,4385.607
11,4616.117
12,4600.988
13,4715.423
14,4635.136
15,4600.055
16,4596.271
17,4521.350
18,4511.572
19,4438.864
20,4663.348
21,4828.032
22,4906.132
23,4810.497
24,4511.741
25,4419.200
26,4507.556
27,4607.131
28,4468.162
29,4464.253
30,4462.158
31,4478.148
32,4363.462
33,4288.125
34,4370.844
35,4478.132
36,4279.855
37,4443.338
38,4384.738
39,4364.484
40,4530.914
41,4499.926
42,4348.603
43,4423.626
44,4488.275
45,4441.350
46,4360.324
47,4542.859
48,4662.007
49,4862.053
50,4801.637
51,4840.858
52,4668.451
53,4474.395
54,4292.623
55,4240.520
56,4245.494
57,4328.255
58,4410.586
59,4508.169
60,4622.468
61,4597.113
62,4756.938
63,4878.307
64,4738.318
65,4482.837
66,4589.922
67,4758.548
68,4778.836
69,4709.967
70,4681.742
71,4613.898
72,4670.936
73,4628.818
74,4726.833
75,4697.180
76,4964.341
77,5124.607
78,5017.633
79,4716.837
80,4559.482
81,4441.973
