 ,Value
1,4408.596
2,4457.223
3,4762.130
4,5033.830
5,5097.277
6,4929.285
7,4710.696
8,4648.552
9,4558.862
10,4539.731
11,4458.319
12,4504.423
13,4544.317
14,4546.781
15,4522.982
16,4479.482
17,4495.863
18,4458.269
19,4463.474
20,4333.158
21,4287.566
22,4375.704
23,4429.840
24,4575.964
25,4705.422
26,4681.418
27,4549.462
28,4454.728
29,4374.281
30,4351.247
31,4457.445
32,4510.769
33,4427.895
34,4466.385
35,4464.962
36,4410.782
37,4385.456
38,4433.795
39,4351.316
40,4448.425
41,4522.389
42,4518.523
43,4432.988
44,4434.478
45,4423.382
46,4345.406
47,4402.506
48,4392.702
49,4433.807
50,4668.349
51,4698.413
52,4587.545
53,4544.330
54,4649.203
55,4774.455
56,4819.896
57,4772.552
58,4544.783
59,4337.736
60,4232.271
61,4184.165
62,4267.825
63,4180.669
64,4365.916
65,4454.200
66,4348.546
67,4289.904
68,4411.956
69,4377.285
70,4414.777
71,4421.492
72,4415.224
73,4642.598
74,4897.802
75,4852.827
76,4857.221
77,4767.876
78,4550.264
79,4539.429
80,4620.412
81,4475.487
82,4624.667
83,4624.500
