X	Y
304.000	198.000
303.419	198.817
302.837	199.634
302.256	200.451
301.674	201.267
301.092	202.084
300.509	202.900
299.926	203.715
299.342	204.530
298.757	205.345
298.172	206.159
297.585	206.972
296.998	207.784
296.409	208.596
295.819	209.407
295.227	210.216
294.634	211.025
294.040	211.832
293.443	212.638
292.845	213.443
292.245	214.246
291.642	215.047
291.038	215.847
290.431	216.645
289.821	217.441
289.209	218.235
288.594	219.027
287.976	219.817
287.355	220.604
286.730	221.388
286.102	222.170
285.470	222.948
284.835	223.724
284.195	224.496
283.551	225.264
282.903	226.029
282.250	226.790
281.592	227.546
280.928	228.298
280.260	229.046
279.586	229.788
278.907	230.526
278.222	231.258
277.532	231.985
276.835	232.706
276.132	233.422
275.424	234.131
274.708	234.834
273.987	235.530
273.259	236.219
272.524	236.902
271.783	237.577
271.035	238.244
270.280	238.904
269.518	239.555
268.749	240.199
267.973	240.834
267.189	241.460
266.399	242.077
265.602	242.684
264.797	243.283
263.985	243.871
263.167	244.450
262.341	245.019
261.509	245.578
260.669	246.127
259.824	246.666
258.972	247.195
258.114	247.713
257.250	248.222
256.381	248.722
255.506	249.212
254.626	249.692
253.741	250.163
252.851	250.626
251.957	251.079
251.059	251.524
250.156	251.961
249.250	252.391
248.340	252.812
247.427	253.226
246.511	253.633
245.592	254.034
244.670	254.428
243.745	254.816
242.818	255.198
241.889	255.575
240.958	255.947
240.025	256.314
239.090	256.677
238.154	257.035
237.216	257.390
236.277	257.741
235.336	258.088
234.394	258.432
233.451	258.772
232.507	259.110
231.562	259.446
230.616	259.778
229.670	260.109
228.722	260.437
227.774	260.763
226.825	261.087
225.876	261.409
224.926	261.730
223.975	262.049
223.024	262.367
222.073	262.684
221.121	262.999
220.169	263.314
219.217	263.628
218.265	263.941
217.312	264.253
216.359	264.565
215.406	264.877
214.453	265.189
213.500	265.500
