 ,Value
1,3454.769
2,3423.869
3,3411.306
4,3443.919
5,3476.523
6,3465.069
7,3510.082
8,3472.176
9,3495.247
10,3449.656
11,3484.917
12,3472.371
13,3455.840
14,3410.101
15,3429.357
16,3481.525
17,3448.367
18,3373.153
19,3388.838
20,3381.373
21,3447.284
22,3447.684
23,3448.340
24,3420.382
25,3446.412
26,3400.959
27,3407.026
28,3411.562
29,3422.913
30,3446.439
31,3449.659
32,3462.170
33,3462.470
34,3471.551
35,3462.053
36,3400.680
37,3394.803
38,3493.387
39,3441.802
40,3464.565
41,3405.969
42,3484.085
43,3434.088
44,3404.224
45,3393.530
46,3379.169
47,3397.202
48,3425.284
49,3418.800
50,3356.281
51,3370.910
52,3387.043
53,3373.412
54,3448.077
55,3415.919
56,3366.079
57,3391.886
58,3423.029
59,3410.254
60,3397.955
61,3373.264
62,3370.568
63,3429.185
64,3450.357
65,3450.307
66,3459.042
67,3431.239
68,3445.250
69,3391.755
70,3458.659
71,3448.173
72,3443.830
73,3443.008
74,3457.030
75,3482.162
76,3422.019
77,3387.710
78,3419.823
79,3420.771
