 ,Value
1,3390.646
2,3409.787
3,3439.281
4,3400.677
5,3390.459
6,3485.698
7,3397.980
8,3374.051
9,3396.736
10,3374.343
11,3455.981
12,3469.148
13,3406.232
14,3431.899
15,3496.489
16,3474.316
17,3460.839
18,3485.210
19,3450.597
20,3417.118
21,3432.918
22,3445.780
23,3411.061
24,3445.173
25,3488.701
26,3425.309
27,3408.195
28,3474.160
29,3458.408
30,3436.459
31,3450.595
32,3430.453
33,3420.484
34,3407.874
35,3465.284
36,3450.380
37,3462.563
38,3457.529
39,3419.052
40,3390.367
41,3417.275
42,3434.353
43,3467.495
44,3436.465
45,3405.377
46,3407.831
47,3414.291
48,3432.453
49,3379.973
50,3432.348
51,3386.790
52,3474.794
53,3453.285
54,3437.335
55,3453.993
56,3453.082
57,3410.473
58,3421.637
59,3481.265
60,3438.110
61,3437.782
62,3372.409
63,3446.568
64,3431.499
65,3431.876
66,3418.752
67,3405.786
68,3431.203
69,3407.754
70,3373.165
71,3382.644
72,3355.150
73,3428.590
74,3397.849
75,3416.870
76,3382.776
77,3400.505
78,3384.799
79,3384.801
