 ,Value
1,3360.273
2,3347.222
3,3412.689
4,3422.513
5,3386.241
6,3439.057
7,3491.345
8,3496.946
9,3413.515
10,3398.908
11,3436.312
12,3472.065
13,3424.152
14,3414.050
15,3421.220
16,3407.831
17,3455.642
18,3394.274
19,3388.497
20,3396.384
21,3402.326
22,3470.684
23,3433.656
24,3439.750
25,3450.017
26,3435.478
27,3406.722
28,3417.888
29,3456.247
30,3424.740
31,3400.666
32,3498.214
33,3464.490
34,3458.261
35,3432.234
36,3421.893
37,3420.543
38,3425.069
39,3467.223
40,3434.985
41,3409.272
42,3405.395
43,3403.121
44,3477.376
45,3399.089
46,3437.929
47,3424.305
48,3471.683
49,3444.799
50,3408.027
51,3451.629
52,3433.748
53,3426.010
54,3470.103
55,3427.276
56,3432.950
57,3428.630
58,3383.866
59,3383.980
60,3384.623
61,3417.022
62,3446.991
63,3496.412
64,3454.282
65,3511.188
66,3439.620
67,3399.579
68,3467.311
69,3437.252
70,3443.973
71,3485.984
72,3452.910
73,3417.534
74,3399.454
75,3361.749
76,3352.539
77,3406.535
78,3412.384
79,3397.618
