 ,Value
1,3527.799
2,3573.412
3,3573.913
4,3592.167
5,3609.013
6,3601.549
7,3619.790
8,3642.026
9,3579.096
10,3576.674
11,3637.597
12,3564.805
13,3584.763
14,3497.711
15,3535.715
16,3536.658
17,3543.025
18,3511.826
19,3518.640
20,3498.994
21,3543.185
22,3493.583
23,3508.738
24,3522.518
25,3501.718
26,3501.228
27,3528.503
28,3552.941
29,3568.417
30,3570.831
31,3509.015
32,3512.332
33,3504.483
34,3530.649
35,3479.232
36,3530.446
37,3522.503
38,3555.656
39,3561.067
40,3562.933
41,3561.994
42,3495.976
43,3440.919
44,3460.503
45,3484.486
46,3486.234
47,3455.452
48,3444.138
49,3505.930
50,3480.206
51,3497.934
52,3494.472
53,3454.190
54,3509.747
55,3526.217
56,3532.676
57,3525.673
58,3497.140
59,3500.575
60,3530.726
61,3490.359
62,3499.442
63,3549.602
64,3568.248
65,3584.491
66,3546.843
67,3487.028
68,3472.811
69,3518.617
70,3522.046
71,3508.040
72,3525.691
73,3527.947
74,3478.952
75,3480.236
76,3530.654
77,3512.021
78,3506.086
79,3510.019
80,3491.962
81,3476.651
82,3477.299
83,3488.522
84,3479.930
85,3477.734
86,3509.413
87,3508.744
88,3495.356
89,3534.839
90,3510.055
91,3490.840
92,3478.810
93,3492.080
94,3534.727
95,3503.256
96,3459.837
97,3496.471
98,3445.069
99,3541.151
100,3528.850
101,3532.819
102,3506.973
103,3528.493
104,3518.300
105,3548.845
106,3569.850
107,3486.995
108,3510.588
109,3515.761
110,3513.708
111,3541.703
112,3599.978
113,3556.882
114,3605.750
115,3571.349
116,3566.448
117,3571.488
118,3584.317
119,3601.503
