 ,Value
1,3418.817
2,3399.727
3,3401.683
4,3449.925
5,3431.550
6,3465.157
7,3437.401
8,3482.232
9,3453.421
10,3430.448
11,3364.198
12,3397.679
13,3394.170
14,3384.463
15,3388.032
16,3408.225
17,3439.985
18,3409.768
19,3404.014
20,3455.478
21,3437.680
22,3455.997
23,3487.540
24,3444.370
25,3474.537
26,3426.751
27,3384.417
28,3435.631
29,3393.919
30,3451.961
31,3411.576
32,3438.904
33,3398.605
34,3426.016
35,3412.363
36,3380.575
37,3440.321
38,3443.447
39,3397.521
40,3419.296
41,3435.956
42,3443.689
43,3449.085
44,3469.598
45,3453.205
46,3473.874
47,3472.538
48,3451.957
49,3438.251
50,3463.401
51,3440.046
52,3415.071
53,3401.909
54,3423.197
55,3479.509
56,3476.375
57,3483.181
58,3516.195
59,3517.786
60,3448.085
61,3423.588
62,3479.541
63,3498.749
64,3453.494
65,3474.608
66,3421.251
67,3386.456
68,3362.006
69,3393.137
70,3408.089
71,3412.089
72,3391.460
73,3405.687
74,3373.094
75,3368.972
76,3406.013
77,3430.454
78,3407.056
79,3431.181
