 ,Value
1,3430.554
2,3457.201
3,3424.186
4,3438.576
5,3448.460
6,3475.287
7,3454.805
8,3445.042
9,3466.500
10,3430.298
11,3466.169
12,3422.044
13,3427.448
14,3454.293
15,3493.911
16,3500.413
17,3493.155
18,3461.972
19,3517.455
20,3495.823
21,3481.724
22,3476.712
23,3457.225
24,3431.923
25,3509.842
26,3498.396
27,3474.774
28,3529.893
29,3489.202
30,3546.824
31,3527.196
32,3564.292
33,3502.406
34,3470.096
35,3462.754
36,3541.115
37,3431.925
38,3466.083
39,3463.451
40,3467.324
41,3427.395
42,3455.431
43,3501.950
44,3436.418
45,3372.640
46,3421.727
47,3470.793
48,3453.010
49,3391.755
50,3435.862
51,3462.466
52,3423.721
53,3443.252
54,3467.801
55,3415.467
56,3407.347
57,3432.461
58,3433.481
59,3404.838
60,3412.402
61,3388.197
62,3410.932
63,3435.235
64,3432.696
65,3440.806
66,3449.378
67,3434.687
68,3436.242
69,3421.083
70,3417.197
71,3445.217
72,3371.276
73,3360.209
74,3393.469
75,3426.801
76,3386.276
77,3383.994
78,3400.219
79,3375.359
80,3367.197
81,3383.609
82,3402.612
83,3418.921
84,3389.761
85,3379.795
86,3408.420
87,3391.625
88,3404.628
89,3426.596
90,3450.003
91,3400.885
92,3408.889
93,3457.047
94,3436.218
95,3432.627
96,3392.745
97,3350.136
98,3396.192
99,3399.936
100,3383.268
101,3413.742
102,3411.765
103,3367.638
104,3438.460
105,3441.695
106,3439.070
107,3439.910
108,3409.784
109,3414.763
110,3445.155
111,3461.487
112,3465.779
113,3481.441
114,3466.865
115,3437.151
116,3431.607
