 ,Value
1,3389.055
2,3409.286
3,3369.755
4,3395.235
5,3348.227
6,3336.116
7,3375.349
8,3344.137
9,3390.206
10,3398.312
11,3385.647
12,3418.096
13,3420.430
14,3377.816
15,3419.018
16,3425.304
17,3380.595
18,3387.755
19,3408.225
20,3440.288
21,3409.823
22,3398.570
23,3365.538
24,3344.157
25,3387.437
26,3411.091
27,3415.680
28,3398.724
29,3399.911
30,3363.882
31,3368.766
32,3422.150
33,3427.696
34,3400.025
35,3407.893
36,3434.765
37,3436.269
38,3365.936
39,3377.954
40,3426.003
41,3416.475
42,3462.361
43,3438.061
44,3396.248
45,3401.675
46,3421.717
47,3397.846
48,3405.613
49,3419.662
50,3399.335
51,3371.857
52,3383.830
53,3391.713
54,3364.637
55,3330.002
56,3351.485
57,3367.741
58,3425.763
59,3412.870
60,3360.979
61,3372.975
62,3374.472
63,3391.866
64,3424.155
65,3401.332
66,3401.123
67,3390.476
68,3371.112
69,3386.806
70,3395.553
71,3342.579
72,3337.679
73,3388.805
74,3385.698
75,3360.506
76,3415.064
77,3391.433
78,3356.193
79,3365.065
