 ,Value
1,3402.628
2,3399.785
3,3429.184
4,3436.544
5,3442.425
6,3451.529
7,3453.407
8,3435.271
9,3469.779
10,3510.172
11,3476.625
12,3424.227
13,3490.581
14,3494.690
15,3483.054
16,3459.522
17,3482.063
18,3514.194
19,3495.518
20,3561.957
21,3527.417
22,3530.042
23,3551.429
24,3547.256
25,3488.201
26,3521.008
27,3546.136
28,3597.019
29,3567.053
30,3518.166
31,3547.878
32,3506.213
33,3494.361
34,3505.680
35,3540.207
36,3552.654
37,3519.568
38,3479.398
39,3477.523
40,3489.434
41,3459.004
42,3432.233
43,3429.794
44,3418.630
45,3402.550
46,3476.880
47,3478.798
48,3495.780
49,3414.491
50,3419.189
51,3495.435
52,3438.172
53,3438.270
54,3395.113
55,3364.904
56,3390.099
57,3383.671
58,3405.359
59,3418.477
60,3415.955
61,3408.543
62,3410.937
63,3441.364
64,3400.611
65,3416.457
66,3423.721
67,3386.221
68,3519.320
69,3504.168
70,3427.591
71,3413.006
72,3428.620
73,3459.740
74,3413.287
75,3384.858
76,3423.489
77,3442.145
78,3423.014
79,3435.337
80,3395.927
81,3399.747
82,3413.275
83,3382.578
84,3407.164
85,3418.484
86,3391.938
87,3397.793
88,3381.152
89,3386.447
90,3449.530
91,3405.732
92,3439.492
93,3463.788
94,3439.163
95,3453.674
96,3480.049
97,3458.100
98,3456.651
99,3470.305
100,3499.231
101,3458.009
102,3479.272
103,3502.659
104,3463.286
105,3483.766
106,3515.873
107,3474.446
108,3476.218
109,3475.004
110,3496.379
111,3502.384
112,3545.593
113,3506.097
114,3542.944
115,3515.619
116,3500.234
117,3490.789
118,3491.616
119,3489.259
120,3504.372
121,3472.630
122,3514.101
123,3483.809
124,3487.781
125,3460.575
126,3440.432
