 ,Value
1,3490.111
2,3470.923
3,3471.328
4,3462.108
5,3473.563
6,3494.333
7,3444.277
8,3477.617
9,3443.534
10,3420.075
11,3454.554
12,3462.828
13,3512.005
14,3453.390
15,3504.687
16,3510.582
17,3492.680
18,3513.053
19,3509.159
20,3570.766
21,3518.363
22,3487.047
23,3500.054
24,3551.294
25,3560.643
26,3525.840
27,3567.334
28,3559.033
29,3514.390
30,3543.373
31,3496.062
32,3503.724
33,3531.796
34,3527.984
35,3458.494
36,3463.098
37,3481.697
38,3455.299
39,3404.633
40,3410.426
41,3433.200
42,3414.880
43,3427.753
44,3478.769
45,3451.332
46,3438.084
47,3409.394
48,3375.350
49,3414.472
50,3360.727
51,3435.810
52,3431.336
53,3422.040
54,3390.055
55,3446.782
56,3400.538
57,3362.432
58,3348.947
59,3411.326
60,3355.243
61,3385.536
62,3438.526
63,3435.606
64,3422.274
65,3340.346
66,3366.063
67,3429.300
68,3408.459
69,3367.171
70,3395.908
71,3391.712
72,3411.461
73,3435.045
74,3439.421
75,3387.742
76,3349.147
77,3372.233
78,3374.743
79,3326.781
80,3355.226
81,3361.097
82,3399.852
83,3413.634
84,3389.162
85,3478.457
86,3443.246
87,3440.062
88,3440.176
89,3497.906
90,3460.243
91,3393.785
92,3406.795
93,3391.305
94,3436.453
95,3468.980
96,3473.854
97,3484.330
98,3446.401
99,3440.499
100,3498.341
101,3519.716
102,3517.080
103,3433.054
104,3423.409
105,3455.178
106,3463.285
107,3485.936
108,3459.335
109,3428.422
110,3420.351
111,3435.722
112,3484.759
113,3407.856
114,3438.597
115,3457.203
116,3414.401
117,3415.922
118,3437.672
119,3443.795
120,3438.762
121,3516.340
122,3554.361
123,3524.193
124,3457.609
125,3456.612
126,3411.823
127,3470.801
128,3436.697
129,3423.413
130,3440.454
131,3451.330
132,3423.441
133,3441.933
134,3462.401
135,3478.650
136,3453.297
137,3421.566
138,3454.073
139,3464.652
140,3427.263
141,3389.355
142,3410.094
143,3430.758
144,3401.809
