 ,Value
1,3424.438
2,3447.141
3,3450.687
4,3452.956
5,3450.740
6,3417.131
7,3454.843
8,3433.668
9,3373.271
10,3456.569
11,3428.504
12,3449.696
13,3431.740
14,3504.867
15,3489.142
16,3486.879
17,3452.949
18,3383.863
19,3414.216
20,3419.958
21,3406.117
22,3391.733
23,3422.782
24,3447.154
25,3438.298
26,3405.726
27,3401.730
28,3410.840
29,3407.094
30,3430.226
31,3379.909
32,3433.957
33,3468.037
34,3408.449
35,3451.013
36,3455.204
37,3414.916
38,3407.945
39,3420.360
40,3463.241
41,3411.929
42,3405.249
43,3445.207
44,3405.013
45,3432.577
46,3425.785
47,3431.923
48,3460.588
49,3426.111
50,3436.576
51,3467.465
52,3467.850
53,3424.110
54,3412.986
55,3444.427
56,3453.723
57,3473.211
58,3449.378
59,3437.124
60,3459.857
61,3437.945
62,3446.087
63,3451.566
64,3458.844
65,3445.853
66,3488.748
67,3485.169
68,3472.769
69,3434.426
70,3470.632
71,3451.190
72,3465.978
73,3453.885
74,3434.077
75,3417.763
76,3444.271
77,3411.551
78,3457.098
79,3455.154
