 ,Value
1,3588.361
2,3559.338
3,3551.728
4,3604.244
5,3611.491
6,3476.948
7,3590.362
8,3599.637
9,3579.346
10,3589.568
11,3603.496
12,3614.843
13,3668.129
14,3648.021
15,3599.532
16,3608.884
17,3560.464
18,3604.396
19,3556.472
20,3593.843
21,3634.113
22,3597.008
23,3631.508
24,3623.173
25,3593.298
26,3567.253
27,3583.142
28,3689.933
29,3632.015
30,3611.107
31,3651.178
32,3624.096
33,3603.441
34,3624.904
35,3665.552
36,3616.225
37,3638.991
38,3546.709
39,3533.295
40,3585.583
41,3580.532
42,3572.528
43,3611.681
44,3591.098
45,3617.574
46,3663.996
47,3602.603
48,3631.074
49,3569.944
50,3646.419
51,3667.452
52,3631.607
53,3619.262
54,3655.572
55,3665.458
56,3687.420
57,3622.220
58,3645.526
59,3578.237
60,3606.057
61,3616.071
62,3608.514
63,3560.911
64,3596.588
65,3591.116
66,3578.688
67,3559.408
68,3550.232
69,3542.008
70,3556.069
71,3574.899
72,3549.213
73,3510.789
74,3540.103
75,3493.615
76,3554.805
77,3583.952
78,3585.745
79,3613.887
80,3595.748
81,3620.543
82,3643.457
83,3665.471
84,3676.024
85,3635.951
86,3652.379
87,3698.068
88,3689.550
89,3678.912
90,3636.484
91,3636.823
92,3694.287
