X	Y
297.000	195.000
296.567	195.901
296.134	196.802
295.699	197.703
295.263	198.602
294.824	199.501
294.382	200.398
293.937	201.293
293.487	202.186
293.033	203.077
292.575	203.966
292.111	204.851
291.641	205.734
291.165	206.614
290.684	207.490
290.196	208.363
289.701	209.232
289.200	210.097
288.691	210.958
288.176	211.815
287.654	212.668
287.125	213.516
286.589	214.360
286.047	215.200
285.497	216.035
284.941	216.867
284.379	217.693
283.811	218.516
283.237	219.335
282.656	220.149
282.070	220.959
281.478	221.765
280.880	222.566
280.277	223.363
279.668	224.156
279.053	224.945
278.432	225.729
277.806	226.508
277.174	227.283
276.536	228.053
275.892	228.818
275.242	229.578
274.586	230.333
273.924	231.082
273.256	231.825
272.581	232.563
271.899	233.295
271.211	234.020
270.516	234.739
269.814	235.451
269.104	236.155
268.387	236.852
267.663	237.541
266.930	238.221
266.188	238.892
265.438	239.553
264.679	240.204
263.912	240.845
263.135	241.475
262.351	242.096
261.559	242.706
260.760	243.307
259.954	243.899
259.142	244.482
258.324	245.056
257.500	245.623
256.671	246.182
255.838	246.735
255.001	247.282
254.160	247.823
253.317	248.360
252.471	248.894
251.623	249.424
250.774	249.952
249.924	250.479
249.074	251.005
248.224	251.531
247.374	252.058
246.525	252.586
245.677	253.117
244.832	253.650
243.988	254.187
243.147	254.728
242.309	255.273
241.473	255.821
240.639	256.374
239.808	256.930
238.979	257.489
238.152	258.051
237.327	258.616
236.504	259.184
235.683	259.754
234.863	260.327
234.045	260.902
233.229	261.479
232.414	262.058
231.600	262.639
230.788	263.222
229.976	263.806
229.166	264.392
228.357	264.980
227.549	265.569
226.742	266.159
225.935	266.750
225.130	267.342
224.325	267.935
223.521	268.529
222.717	269.124
221.914	269.720
221.111	270.316
220.309	270.913
219.507	271.510
218.705	272.107
217.904	272.705
217.102	273.303
216.301	273.902
215.500	274.500
