 ,Value
1,3371.079
2,3384.974
3,3366.287
4,3388.639
5,3350.970
6,3398.352
7,3421.996
8,3396.957
9,3329.264
10,3388.940
11,3449.181
12,3405.697
13,3342.489
14,3351.381
15,3351.412
16,3364.546
17,3355.095
18,3387.230
19,3415.984
20,3409.970
21,3394.067
22,3409.569
23,3387.773
24,3374.616
25,3419.947
26,3401.261
27,3376.556
28,3384.349
29,3388.625
30,3414.020
31,3398.434
32,3441.005
33,3425.363
34,3417.304
35,3438.523
36,3427.816
37,3474.259
38,3415.287
39,3415.196
40,3378.838
41,3420.779
42,3444.480
43,3411.915
44,3403.240
45,3425.817
46,3412.227
47,3382.413
48,3434.745
49,3469.072
50,3454.260
51,3431.917
52,3446.196
53,3407.542
54,3444.381
55,3415.075
56,3401.276
57,3420.647
58,3444.222
59,3420.454
60,3394.131
61,3389.845
62,3369.159
63,3424.196
64,3421.677
65,3396.080
66,3382.590
67,3380.041
68,3435.180
69,3370.935
70,3361.948
71,3388.954
72,3408.340
73,3387.582
74,3399.210
75,3392.802
76,3376.052
77,3365.502
78,3385.717
79,3323.029
