 ,Value
1,3573.583
2,3540.598
3,3520.419
4,3548.851
5,3512.488
6,3539.573
7,3571.652
8,3598.604
9,3603.311
10,3565.451
11,3541.688
12,3585.218
13,3590.293
14,3633.672
15,3631.626
16,3578.840
17,3575.508
18,3565.417
19,3611.203
20,3608.303
21,3578.560
22,3545.018
23,3586.579
24,3554.093
25,3575.894
26,3514.527
27,3542.578
28,3502.732
29,3486.297
30,3459.483
31,3442.512
32,3512.886
33,3506.460
34,3535.817
35,3533.675
36,3507.629
37,3500.996
38,3574.460
39,3561.888
40,3543.084
41,3497.907
42,3461.979
43,3461.514
44,3465.573
45,3490.596
46,3539.149
47,3493.204
48,3470.563
49,3404.854
50,3494.603
51,3519.570
52,3629.903
53,3517.894
54,3557.721
55,3511.473
56,3535.888
57,3519.160
58,3504.163
59,3469.493
60,3479.033
61,3495.712
62,3446.078
63,3425.541
64,3409.202
65,3441.065
66,3461.108
67,3430.982
68,3445.895
69,3466.870
70,3480.921
71,3448.632
72,3525.279
73,3510.591
74,3488.945
75,3530.935
76,3527.754
77,3468.886
78,3493.249
79,3553.880
80,3561.690
81,3527.830
82,3507.283
83,3513.401
84,3537.115
85,3526.139
86,3514.663
87,3506.009
88,3507.142
89,3464.281
90,3485.935
91,3540.442
92,3546.522
93,3604.116
94,3541.804
95,3549.822
96,3533.231
97,3524.570
98,3539.504
99,3494.634
100,3503.103
101,3520.363
102,3473.777
103,3537.745
104,3611.536
105,3502.578
106,3451.274
107,3450.768
108,3451.331
109,3483.009
110,3428.607
111,3419.769
112,3476.628
113,3421.615
114,3387.060
115,3406.920
116,3445.095
117,3447.138
118,3470.929
119,3469.068
120,3420.773
121,3499.830
122,3486.725
123,3505.369
124,3487.000
