X	Y
151.000	430.000
151.083	430.992
151.167	431.985
151.249	432.977
151.332	433.969
151.414	434.962
151.494	435.954
151.574	436.947
151.653	437.939
151.731	438.932
151.807	439.925
151.881	440.918
151.954	441.911
152.025	442.905
152.094	443.898
152.161	444.891
152.226	445.885
152.288	446.879
152.349	447.873
152.406	448.867
152.461	449.861
152.514	450.856
152.564	451.850
152.611	452.845
152.655	453.840
152.696	454.835
152.735	455.830
152.770	456.825
152.803	457.820
152.833	458.815
152.859	459.811
152.884	460.806
152.906	461.802
152.927	462.798
152.947	463.793
152.966	464.789
152.985	465.784
153.004	466.780
153.025	467.776
153.046	468.771
153.069	469.767
153.093	470.762
153.120	471.758
153.150	472.753
153.183	473.748
153.220	474.743
153.261	475.738
153.305	476.733
153.356	477.727
153.411	478.722
153.473	479.716
153.541	480.709
153.616	481.702
153.699	482.694
153.790	483.686
153.890	484.677
154.000	485.666
154.121	486.655
154.252	487.642
154.396	488.627
154.554	489.610
154.726	490.591
154.913	491.569
155.117	492.544
155.339	493.515
155.582	494.480
155.844	495.441
156.128	496.396
156.430	497.344
156.753	498.286
157.094	499.222
157.452	500.151
157.828	501.073
158.220	501.988
158.628	502.897
159.049	503.799
159.484	504.695
159.931	505.585
160.388	506.469
160.854	507.349
161.327	508.226
161.806	509.099
162.288	509.970
162.771	510.841
163.252	511.713
163.728	512.588
164.197	513.466
164.660	514.347
165.116	515.233
165.566	516.121
166.009	517.013
166.448	517.907
166.882	518.803
167.312	519.701
167.740	520.600
168.167	521.500
