 ,Value
1,3358.144
2,3391.177
3,3388.225
4,3404.851
5,3397.405
6,3404.691
7,3369.655
8,3375.534
9,3390.730
10,3380.683
11,3371.799
12,3362.442
13,3358.891
14,3350.449
15,3333.142
16,3372.137
17,3341.079
18,3328.012
19,3359.365
20,3360.678
21,3317.397
22,3355.422
23,3395.812
24,3382.133
25,3386.752
26,3369.996
27,3343.533
28,3367.191
29,3351.899
30,3411.190
31,3421.060
32,3351.371
33,3336.022
34,3352.165
35,3402.290
36,3381.671
37,3393.793
38,3365.401
39,3376.825
40,3409.338
41,3408.602
42,3363.020
43,3356.538
44,3375.793
45,3350.475
46,3333.921
47,3368.467
48,3396.216
49,3390.132
50,3344.261
51,3344.250
52,3389.890
53,3384.568
54,3354.827
55,3372.297
56,3375.687
57,3364.661
58,3397.234
59,3414.441
60,3352.096
61,3391.392
62,3376.718
63,3439.109
64,3386.157
65,3409.978
66,3428.656
67,3458.666
68,3444.068
69,3444.513
70,3445.050
71,3442.058
72,3433.157
73,3450.392
74,3446.247
75,3407.808
76,3393.195
77,3413.635
78,3462.095
79,3446.262
80,3427.684
81,3414.908
82,3446.000
83,3409.565
84,3413.573
85,3451.799
86,3403.129
87,3424.800
88,3467.737
89,3474.691
90,3505.138
91,3500.773
92,3446.939
93,3465.851
94,3447.195
95,3455.404
96,3446.015
