X	Y
368.000	343.000
368.034	343.997
368.068	344.993
368.101	345.990
368.132	346.987
368.162	347.983
368.189	348.980
368.214	349.977
368.235	350.974
368.253	351.971
368.266	352.968
368.275	353.965
368.279	354.963
368.277	355.960
368.270	356.957
368.256	357.954
368.235	358.951
368.207	359.948
368.171	360.945
368.127	361.941
368.074	362.937
368.013	363.932
367.942	364.927
367.861	365.920
367.770	366.913
367.668	367.905
367.555	368.896
367.431	369.886
367.295	370.874
367.147	371.860
366.987	372.844
366.814	373.826
366.628	374.806
366.429	375.783
366.216	376.757
365.990	377.729
365.751	378.696
365.497	379.661
365.229	380.621
364.948	381.578
364.651	382.530
364.341	383.478
364.017	384.421
363.679	385.359
363.329	386.293
362.966	387.222
362.592	388.146
362.207	389.066
361.811	389.981
361.406	390.892
360.990	391.799
360.565	392.701
360.132	393.599
359.690	394.493
359.240	395.383
358.782	396.269
358.316	397.150
357.844	398.029
357.365	398.903
356.880	399.774
356.388	400.642
355.890	401.506
355.387	402.367
354.878	403.225
354.364	404.079
353.845	404.931
353.322	405.780
352.794	406.625
352.261	407.469
351.725	408.309
351.184	409.147
350.640	409.983
350.093	410.816
349.542	411.648
348.988	412.477
348.430	413.304
347.870	414.129
347.308	414.952
346.743	415.774
346.175	416.594
345.606	417.412
345.034	418.230
344.461	419.045
343.886	419.860
343.309	420.674
342.732	421.487
342.153	422.299
341.573	423.110
340.992	423.921
340.411	424.731
339.830	425.541
339.248	426.351
338.666	427.161
338.083	427.970
337.500	428.779
336.915	429.587
336.328	430.393
335.739	431.198
335.148	432.000
334.553	432.801
333.954	433.598
333.351	434.392
332.743	435.183
332.130	435.969
331.510	436.751
330.885	437.527
330.252	438.298
329.611	439.062
328.962	439.819
328.305	440.569
327.638	441.310
326.961	442.042
326.273	442.764
325.574	443.476
324.864	444.176
324.142	444.863
323.407	445.537
322.660	446.198
321.900	446.843
321.126	447.473
320.340	448.086
319.540	448.681
318.727	449.259
317.901	449.817
317.062	450.356
316.211	450.876
315.347	451.374
314.472	451.852
313.587	452.312
312.692	452.752
311.789	453.175
310.878	453.580
309.959	453.968
309.034	454.341
308.104	454.699
307.168	455.043
306.227	455.373
305.281	455.690
304.332	455.995
303.379	456.288
302.422	456.570
301.463	456.842
300.501	457.104
299.536	457.357
298.569	457.601
297.600	457.836
296.629	458.064
295.657	458.285
294.683	458.499
293.707	458.707
292.731	458.909
291.753	459.105
290.775	459.297
289.795	459.483
288.815	459.666
287.834	459.845
286.852	460.020
285.870	460.192
284.887	460.361
283.904	460.528
282.920	460.693
281.937	460.857
280.953	461.019
279.969	461.180
278.984	461.340
278.000	461.500
