 ,Value
1,3382.970
2,3451.443
3,3528.907
4,3498.396
5,3467.448
6,3455.895
7,3476.526
8,3543.145
9,3571.051
10,3518.606
11,3579.229
12,3525.835
13,3534.519
14,3565.587
15,3578.415
16,3553.148
17,3521.779
18,3520.414
19,3472.212
20,3488.605
21,3502.490
22,3459.599
23,3500.734
24,3451.688
25,3495.564
26,3453.025
27,3421.861
28,3423.001
29,3413.187
30,3388.514
31,3475.908
32,3495.712
33,3510.676
34,3541.932
35,3458.660
36,3459.074
37,3502.135
38,3406.697
39,3425.272
40,3475.085
41,3460.727
42,3427.305
43,3529.437
44,3483.291
45,3501.787
46,3461.508
47,3529.701
48,3459.063
49,3518.672
50,3535.479
51,3513.120
52,3523.042
53,3489.271
54,3426.098
55,3457.014
56,3470.051
