 ,Value
1,3462.993
2,3537.495
3,3437.550
4,3454.829
5,3455.373
6,3479.829
7,3459.398
8,3432.771
9,3458.485
10,3538.872
11,3523.923
12,3545.918
13,3524.487
14,3549.832
15,3555.827
16,3547.994
17,3609.833
18,3552.065
19,3504.294
20,3536.700
21,3468.636
22,3471.995
23,3435.786
24,3476.638
25,3453.273
26,3441.092
27,3478.903
28,3488.894
29,3521.076
30,3533.183
31,3475.256
32,3433.258
33,3549.424
34,3469.810
35,3450.195
36,3448.115
37,3448.275
38,3436.408
39,3499.172
40,3502.571
41,3409.457
42,3466.680
43,3440.852
44,3432.889
45,3389.075
46,3516.723
47,3521.092
48,3514.029
49,3518.871
50,3468.559
51,3446.617
52,3484.266
53,3527.206
54,3478.864
55,3453.835
56,3555.174
