 ,Value
1,3448.000
2,3517.493
3,3481.265
4,3484.620
5,3460.624
6,3465.822
7,3505.674
8,3483.723
9,3466.059
10,3424.336
11,3468.942
12,3512.602
13,3470.817
14,3534.453
15,3577.094
16,3499.679
17,3576.240
18,3522.750
19,3528.452
20,3502.469
21,3474.003
22,3458.036
23,3476.453
24,3450.929
25,3487.968
26,3485.197
27,3470.694
28,3459.921
29,3483.779
30,3458.332
31,3508.570
32,3443.935
33,3406.190
34,3514.481
35,3549.326
36,3585.570
37,3537.168
38,3485.299
39,3418.031
40,3553.731
41,3567.919
42,3544.458
43,3469.544
44,3551.269
45,3499.102
46,3568.218
47,3606.098
48,3516.554
49,3592.364
50,3575.776
51,3521.456
52,3499.841
53,3601.736
54,3521.322
55,3503.087
56,3496.268
57,3498.498
58,3480.086
59,3507.919
60,3472.910
61,3487.863
62,3539.893
63,3493.681
64,3456.273
65,3502.382
66,3411.710
67,3432.227
68,3519.471
69,3421.312
70,3451.284
71,3478.050
72,3466.667
73,3489.986
74,3510.588
75,3485.652
76,3462.177
77,3470.952
78,3488.802
79,3537.365
80,3512.138
81,3496.230
82,3500.377
83,3537.132
84,3471.342
85,3422.107
86,3511.963
87,3417.294
88,3496.277
89,3538.553
90,3465.319
91,3510.272
92,3477.352
93,3508.181
94,3509.292
95,3511.353
96,3491.229
97,3421.781
98,3469.625
99,3479.724
100,3485.421
101,3512.714
102,3519.763
103,3592.671
104,3555.401
105,3493.525
106,3500.782
107,3541.780
108,3624.593
109,3554.649
110,3505.441
111,3542.629
112,3519.222
113,3412.176
114,3445.908
115,3461.520
116,3509.704
117,3552.713
118,3537.949
119,3507.726
120,3507.230
121,3490.008
122,3514.288
123,3503.837
124,3502.256
125,3529.888
126,3495.543
127,3454.131
128,3488.967
129,3619.151
130,3619.002
131,3537.778
132,3438.690
133,3476.797
134,3554.578
135,3543.752
136,3536.340
137,3501.339
138,3502.292
139,3508.967
140,3490.653
141,3474.334
142,3467.785
143,3512.122
144,3548.073
145,3452.342
146,3467.424
147,3500.411
