 ,Value
1,4421.534
2,4316.784
3,4328.707
4,4412.360
5,4290.679
6,4140.357
7,4319.772
8,4331.375
9,4183.758
10,4362.424
11,4246.272
12,4251.231
13,4358.576
14,4441.232
15,4221.210
16,4275.507
17,4376.162
18,4390.294
19,4359.180
20,4216.851
21,4188.309
22,4196.542
23,4329.510
24,4339.195
25,4225.415
26,4243.709
27,4158.461
28,4272.382
29,4286.958
30,4198.130
31,4268.212
32,4212.102
33,4272.678
34,4327.992
35,4097.948
36,4200.052
37,4205.200
38,4050.885
39,4128.979
40,4083.887
41,4106.691
42,4100.946
43,4094.591
44,4121.231
45,4105.281
46,4144.022
47,4249.678
48,4204.474
49,4114.583
50,4170.317
51,4200.543
52,4081.953
53,4059.929
54,4158.529
55,4076.138
56,4078.085
57,4132.077
58,4163.298
59,4151.602
60,4148.834
61,4293.302
62,4271.446
63,4187.928
64,4192.201
65,4172.548
66,4266.164
