 ,Value
1,4722.215
2,4674.516
3,4754.787
4,4828.138
5,4950.188
6,4941.192
7,4787.362
8,4784.997
9,4817.735
10,4822.029
11,4991.431
12,4923.102
13,4907.866
14,4967.257
15,5013.104
16,4883.880
17,4797.770
18,4934.496
19,4942.648
20,5015.489
21,5004.728
22,4930.433
23,4938.321
24,4891.302
25,4911.977
26,4870.274
27,4813.418
28,4825.654
29,4825.728
30,4744.907
31,4952.878
32,4817.519
33,4739.187
34,4775.490
35,4945.266
36,4950.772
37,4781.072
38,4796.201
39,4860.834
40,4854.498
41,4886.573
42,4879.392
43,4711.877
44,4747.705
45,4771.693
46,4797.423
47,4768.723
48,4833.035
49,4936.949
50,4887.194
51,4811.938
52,4956.473
53,4881.213
54,4858.341
55,4904.094
56,4978.078
57,4857.916
58,4810.461
59,4803.055
60,4786.294
61,4866.920
62,4988.932
63,4881.863
64,4923.764
65,4906.165
66,4752.999
67,4867.848
68,4883.527
69,4895.492
70,4695.549
71,4808.636
72,4975.005
73,4886.366
74,4897.073
75,4840.821
76,4846.834
77,4864.931
78,4913.063
79,4768.696
80,4787.712
81,4796.915
82,4774.968
83,4721.397
84,4696.749
85,4871.367
86,4762.073
87,4847.705
88,4882.451
89,4808.896
90,4683.908
91,4686.666
92,4746.197
93,4719.850
94,4714.126
95,4683.423
96,4737.797
97,4906.977
98,4891.126
99,4840.216
100,4890.640
101,4785.916
102,4766.586
