 ,Value
1,4345.705
2,4281.001
3,4205.920
4,4447.382
5,4457.910
6,4410.782
7,4418.902
8,4484.590
9,4342.880
10,4453.317
11,4550.439
12,4514.531
13,4421.684
14,4526.704
15,4593.053
16,4557.945
17,4481.759
18,4601.045
19,4642.809
20,4536.728
21,4635.742
22,4555.043
23,4697.287
24,4717.459
25,4659.860
26,4572.507
27,4750.287
28,4756.926
29,4676.500
30,4705.358
31,4680.340
32,4800.059
33,4763.637
34,4529.943
35,4480.286
36,4496.029
37,4557.783
38,4474.926
39,4522.575
40,4485.894
41,4537.961
42,4446.009
43,4466.993
44,4370.046
45,4404.902
46,4330.766
47,4474.660
48,4391.197
49,4401.637
50,4357.589
51,4332.787
52,4487.198
53,4490.415
54,4506.176
55,4446.983
56,4331.666
57,4281.056
58,4287.309
59,4268.452
60,4325.098
61,4255.691
62,4373.807
63,4373.962
64,4331.895
65,4378.680
66,4287.138
67,4375.775
68,4396.719
69,4384.563
70,4319.392
71,4294.966
72,4413.013
73,4478.145
74,4363.195
75,4334.233
76,4321.098
77,4357.959
78,4375.153
79,4257.421
80,4220.625
81,4294.119
82,4323.026
83,4245.543
84,4313.788
85,4258.617
86,4417.825
87,4257.050
88,4305.362
89,4301.942
90,4354.996
91,4320.564
92,4280.280
93,4249.149
94,4355.862
95,4237.270
96,4255.798
97,4380.002
98,4359.885
99,4363.401
100,4404.166
101,4492.645
102,4450.483
103,4378.911
104,4426.410
105,4443.577
106,4456.223
107,4624.859
108,4605.123
109,4619.324
110,4666.269
111,4514.166
112,4603.853
113,4680.761
114,4697.460
115,4503.247
116,4559.534
117,4367.302
118,4326.555
119,4413.521
120,4569.678
121,4419.101
122,4570.443
123,4510.940
124,4444.826
125,4283.548
126,4381.664
127,4420.723
128,4268.068
129,4455.137
