 ,Value
1,4299.128
2,4308.353
3,4294.458
4,4386.388
5,4375.599
6,4429.675
7,4472.084
8,4403.564
9,4543.986
10,4252.589
11,4317.876
12,4237.507
13,4462.898
14,4287.106
15,4277.782
16,4373.874
17,4394.931
18,4352.486
19,4401.787
20,4387.428
21,4288.417
22,4277.684
23,4218.446
24,4209.825
25,4235.668
26,4323.968
27,4239.786
28,4320.041
29,4327.406
30,4221.666
31,4266.562
32,4218.858
33,4272.270
34,4320.290
35,4233.115
36,4255.634
37,4160.111
38,4169.733
39,4208.430
40,4235.084
41,4253.987
42,4304.468
43,4266.554
44,4296.863
45,4270.678
46,4220.302
47,4130.594
48,4162.202
49,4150.491
50,4168.332
51,4166.637
52,4178.857
53,4127.922
54,4127.475
55,4125.682
56,4239.561
57,4254.200
58,4192.570
59,4124.144
60,4221.416
61,4243.699
62,4239.141
63,4311.643
64,4235.880
65,4290.915
66,4262.017
